,energy,Sb-271-281-291-301-s,Sb-271-281-291-301-p,Sb-271-281-291-301-d,Te-1:5-s,Te-1:5-p,Te-1:5-d
97,-11.17951063,0.3932,0.0230125,0.001714374,1.0631,0.0277486,0.001078863
98,-11.14751063,0.35599,0.02359,0.001434098,1.0931,0.030674,0.001134762
99,-11.11551063,0.3086,0.025759699999999996,0.001384739,1.3155000000000001,0.035102499999999995,0.0013329190000000001
100,-11.08451063,0.26888,0.027458399999999997,0.0014786549999999997,1.6639000000000002,0.0384794,0.001426448
101,-11.05251063,0.25265000000000004,0.0265792,0.001468441,1.8352,0.0390922,0.0013187440000000002
102,-11.021510630000002,0.24772,0.024196899999999997,0.0013541999999999998,1.6768999999999998,0.037377400000000005,0.001187556
103,-10.989510630000002,0.24436999999999998,0.021602700000000002,0.001231613,1.3822999999999999,0.0329415,0.0011407960000000001
104,-10.95851063,0.25931,0.019187799999999998,0.001144632,1.1387,0.0278571,0.001160293
105,-10.92651063,0.32731,0.018577000000000003,0.001091096,0.9342,0.025040799999999995,0.001166993
106,-10.89451063,0.52622,0.0237237,0.001291328,0.8822300000000001,0.025931799999999998,0.001227587
107,-10.86351063,0.81271,0.031768500000000005,0.001791745,1.03083,0.028648800000000002,0.001353683
108,-10.83151063,0.98385,0.0344456,0.002186787,1.16582,0.0296267,0.0014104349999999998
109,-10.80051063,1.0435699999999999,0.0331292,0.002389601,1.19903,0.029436,0.0014536689999999999
110,-10.76851063,1.03444,0.0311008,0.0024734170000000003,1.16749,0.028519100000000002,0.001470015
111,-10.736510630000001,0.7838700000000001,0.025528099999999998,0.002124613,0.99843,0.025478,0.0013179139999999999
112,-10.705510630000001,0.47179,0.0204815,0.0015430490000000001,0.74996,0.0224482,0.0011257270000000002
113,-10.67351063,0.3913,0.021626,0.001342591,0.6538,0.023535399999999998,0.001128233
114,-10.64251063,0.48738000000000004,0.025239700000000004,0.001489674,0.8039,0.027381000000000003,0.0013729550000000001
115,-10.61051063,0.63948,0.0271358,0.001726549,1.1094,0.030233999999999997,0.001779054
116,-10.579510630000001,0.7961,0.0277972,0.001955001,1.2601,0.030635100000000002,0.0021290449999999995
117,-10.547510630000001,0.8484,0.027874799999999998,0.002035581,1.13595,0.0283773,0.002280898
118,-10.515510630000001,0.72963,0.027344,0.00189628,0.9937400000000001,0.025148500000000004,0.002258914
119,-10.48451063,0.57189,0.0257917,0.0015526609999999999,0.84902,0.0236778,0.002055547
120,-10.45251063,0.504,0.0246748,0.0012404920000000002,0.70662,0.0245164,0.001779067
121,-10.42151063,0.5038,0.025811399999999998,0.0011924820000000001,0.75156,0.0252003,0.001609551
122,-10.38951063,0.54266,0.028841900000000004,0.0014011199999999998,0.9033800000000001,0.025968699999999997,0.001715534
123,-10.358510630000001,0.6637000000000001,0.033359,0.001817984,0.97272,0.0302978,0.0021122350000000005
124,-10.326510630000001,0.8205,0.037842600000000004,0.002259059,0.96137,0.0355779,0.002553525
125,-10.294510630000001,0.8092,0.0375889,0.002275644,0.8818499999999999,0.037141,0.0027385409999999997
126,-10.26351063,0.6503,0.033632499999999996,0.001842586,0.7693300000000001,0.038141,0.0027970900000000003
127,-10.23151063,0.5501,0.0340014,0.001500104,0.7409399999999999,0.042217000000000005,0.0031702969999999994
128,-10.20051063,0.5039199999999999,0.0370808,0.0014607919999999998,0.73593,0.04674299999999999,0.00381314
129,-10.16851063,0.48917,0.038776200000000004,0.001665918,0.66818,0.051113,0.00428545
130,-10.13651063,0.53023,0.040545,0.0020394510000000003,0.5734,0.055358,0.004169521000000001
131,-10.105510630000001,0.60226,0.04252,0.0023621510000000003,0.51439,0.062861,0.0038606689999999997
132,-10.073510630000001,0.6977,0.0440005,0.0027140239999999998,0.5123899999999999,0.073171,0.0039123100000000004
133,-10.04251063,0.8008,0.0442945,0.00323631,0.55587,0.075999,0.004167792
134,-10.01051063,0.8512,0.042744,0.003472531,0.59452,0.072403,0.0041729079999999995
135,-9.97951063,0.8717999999999999,0.041773000000000005,0.0032767160000000003,0.614,0.07098499999999999,0.00393685
136,-9.94751063,0.9765,0.04263,0.003068797,0.5909,0.0707,0.0040469
137,-9.91551063,1.226,0.044909000000000004,0.00305025,0.50347,0.071503,0.00455215
138,-9.884510630000001,1.4059,0.048185000000000006,0.003179644,0.41550999999999993,0.07421799999999999,0.00483931
139,-9.852510630000001,1.33,0.052067,0.003509394,0.38024,0.075979,0.00477257
140,-9.82151063,1.1532,0.05573,0.00410754,0.39259,0.074434,0.00493791
141,-9.78951063,1.0525,0.053815,0.004750348,0.44395,0.069803,0.00551743
142,-9.75751063,1.1194,0.047421,0.005045282000000001,0.51898,0.06519900000000001,0.00592495
143,-9.72651063,1.3314000000000001,0.044804,0.004964996,0.6051799999999999,0.06300599999999999,0.0058092099999999995
144,-9.69451063,1.4771999999999998,0.045192,0.00454333,0.67362,0.060377,0.00522626
145,-9.663510630000001,1.3627,0.043401999999999996,0.003903559,0.65657,0.0552406,0.004587549999999999
146,-9.631510630000001,1.1276000000000002,0.042014,0.003584245,0.6106900000000001,0.05268540000000001,0.00437963
147,-9.60051063,1.2027999999999999,0.046857,0.003732674,0.6405000000000001,0.056794800000000006,0.00444491
148,-9.56851063,1.5253999999999999,0.053616,0.003755618,0.6864,0.063278,0.00421376
149,-9.53651063,1.6412,0.053948,0.0035294460000000003,0.7031700000000001,0.06725300000000001,0.00397933
150,-9.50551063,1.5489,0.051473000000000005,0.0034700900000000003,0.70591,0.068666,0.00449122
151,-9.47351063,1.4605000000000001,0.051651,0.00348321,0.59983,0.066604,0.005460252999999999
152,-9.442510630000001,1.5123,0.053539,0.0034466919999999995,0.44534,0.065156,0.0059878100000000005
153,-9.410510630000001,1.6351,0.053161,0.0034772780000000003,0.37895,0.067022,0.005670589
154,-9.37951063,1.5771,0.050483,0.00355134,0.37902,0.065831,0.004965691
155,-9.34751063,1.3256999999999999,0.046676999999999996,0.00344575,0.38164000000000003,0.057866,0.0042288690000000006
156,-9.31551063,1.1942,0.045171,0.0032790300000000005,0.36823000000000006,0.050974,0.0037105000000000003
157,-9.28451063,1.3218999999999999,0.05122,0.00340963,0.32284,0.053272,0.0038614
158,-9.25251063,1.543,0.062473,0.003947549999999999,0.28756,0.063033,0.00450824
159,-9.221510630000001,1.6199000000000001,0.068365,0.0044646600000000005,0.30415,0.073024,0.0049479699999999995
160,-9.189510630000001,1.3954,0.061767,0.004276230000000001,0.32481999999999994,0.074639,0.00465456
161,-9.15751063,1.0729,0.05092,0.003535998,0.30432,0.066539,0.00383907
162,-9.12651063,0.9781,0.045977000000000004,0.0028856619999999998,0.26425,0.059849000000000006,0.00347465
163,-9.09451063,1.1511,0.045034,0.002618393,0.25149,0.063181,0.00409141
164,-9.06351063,1.4313,0.04372,0.00266892,0.26261999999999996,0.071271,0.004856557
165,-9.03151063,1.5043000000000002,0.041748,0.0027361950000000003,0.27031,0.074436,0.004717661
166,-9.00051063,1.303,0.040106,0.002710992,0.26710999999999996,0.074577,0.0040433710000000005
167,-8.96851063,1.159,0.037680000000000005,0.002578624,0.25342,0.071537,0.00352393
168,-8.93651063,1.1273,0.034010200000000004,0.002379841,0.2513,0.06415,0.003290768
169,-8.90551063,1.0399,0.030870500000000002,0.0022668000000000002,0.25714,0.057855,0.003237439
170,-8.87351063,0.8809,0.0289658,0.002345977,0.23693999999999998,0.05219,0.003179447
171,-8.84251063,0.7965,0.029328299999999998,0.002620414,0.20013,0.049659,0.003241501
172,-8.81051063,0.8463999999999999,0.032199399999999996,0.002886891,0.18444,0.054636,0.0035614220000000003
173,-8.77951063,0.9296,0.037956899999999995,0.0029677509999999994,0.20403000000000002,0.065549,0.00421036
174,-8.74751063,1.04,0.045719,0.0029175370000000004,0.23395,0.075156,0.00489676
175,-8.71551063,1.1415,0.050214999999999996,0.002855007,0.24758,0.074533,0.00508542
176,-8.68451063,1.1678,0.049084,0.002852689,0.25673,0.068227,0.004987742999999999
177,-8.65251063,1.2,0.045514000000000006,0.00290931,0.25498,0.063917,0.004786584
178,-8.62151063,1.2393,0.044201000000000004,0.00296169,0.24563000000000001,0.061770000000000005,0.004438542
179,-8.58951063,1.1558,0.044834,0.00304518,0.25843,0.061178,0.00412301
180,-8.55751063,1.0166,0.046528,0.0033428899999999994,0.29434,0.064197,0.0041677500000000004
181,-8.52651063,0.9343999999999999,0.047649000000000004,0.0036079289999999997,0.31567,0.06807099999999999,0.00450253
182,-8.49451063,0.859,0.047539,0.003501112,0.30188,0.067272,0.00479979
183,-8.46351063,0.8162,0.049625,0.003396838,0.27105999999999997,0.064274,0.00512513
184,-8.43151063,0.8984,0.052263,0.0035149749999999996,0.23970999999999998,0.06531,0.0054099
185,-8.40051063,1.0068000000000001,0.053382000000000006,0.003543312,0.2147,0.070161,0.0056221299999999995
186,-8.368510630000001,1.0221,0.053485000000000005,0.0034245199999999995,0.20307000000000003,0.073784,0.00570559
187,-8.336510630000001,0.9088999999999999,0.050530000000000005,0.00315556,0.20209,0.070851,0.005036219999999999
188,-8.30551063,0.7873,0.045753999999999996,0.002906199,0.20389,0.064133,0.00404993
189,-8.27351063,0.8515,0.04284,0.0031681950000000004,0.21465,0.06449099999999999,0.00394172
190,-8.24251063,0.9755,0.04445400000000001,0.00364231,0.21540000000000004,0.072722,0.0045109699999999996
191,-8.21051063,0.9522999999999999,0.05128100000000001,0.0038553800000000003,0.18746000000000002,0.082979,0.005054800000000001
192,-8.179510630000001,0.8876000000000002,0.057822,0.004223185,0.17227,0.09094200000000001,0.0053625700000000005
193,-8.147510630000001,0.9213,0.061986,0.004810269,0.20595,0.09242,0.00529154
194,-8.115510630000001,1.0259,0.067356,0.004792843,0.24156,0.08785899999999999,0.005014749999999999
195,-8.08451063,1.1069,0.071152,0.004153998000000001,0.21874,0.08111299999999999,0.00464433
196,-8.05251063,1.1578,0.069624,0.00387747,0.17986999999999997,0.07686,0.0043051899999999995
197,-8.02151063,1.344,0.063543,0.0041369,0.17574,0.07677600000000001,0.0042445
198,-7.989510630000001,1.5547000000000002,0.057884000000000005,0.00460523,0.19908000000000003,0.07564,0.00437808
199,-7.957510630000001,1.492,0.060188000000000005,0.0047158899999999995,0.23862000000000003,0.069483,0.004496839999999999
200,-7.92651063,1.3334,0.065907,0.004238517,0.27009,0.063317,0.0045260000000000005
201,-7.89451063,1.2328,0.060871999999999996,0.003586218,0.25329999999999997,0.059156,0.004347759999999999
202,-7.86351063,1.067,0.048361,0.003055795,0.19716,0.055856,0.00390078
203,-7.83151063,0.89766,0.0398698,0.002763086,0.15161,0.054674999999999994,0.0034593000000000002
204,-7.800510630000001,0.7780499999999999,0.0347237,0.002643284,0.13666,0.055996000000000004,0.00321702
205,-7.768510630000001,0.60056,0.028219199999999996,0.00228565,0.13381,0.054746,0.00288505
206,-7.736510630000001,0.5280100000000001,0.025981200000000003,0.002052626,0.15142999999999998,0.05229,0.0026712899999999998
207,-7.70551063,0.6573599999999999,0.030968000000000002,0.0022375050000000003,0.18958,0.055351,0.00292341
208,-7.673510630000001,0.7867000000000001,0.0348836,0.00247286,0.20597,0.061173000000000005,0.0033963
209,-7.64251063,0.782,0.0334231,0.00247356,0.17234,0.061031,0.003503644
210,-7.61051063,0.6589,0.0317244,0.00219635,0.12214,0.057101,0.003186906
211,-7.579510630000001,0.49979,0.0316165,0.00179591,0.09318,0.053555000000000005,0.0029119980000000003
212,-7.5475106300000006,0.36299,0.028353,0.001410958,0.077453,0.047037999999999996,0.00269195
213,-7.5155106300000005,0.3174,0.0228246,0.001148841,0.067768,0.038953,0.00217272
214,-7.484510630000001,0.42294,0.0220099,0.0012905909999999998,0.07218,0.035623,0.0016899550000000001
215,-7.452510630000001,0.5639,0.0258604,0.001755756,0.08381,0.037758799999999995,0.00173442
216,-7.42151063,0.5698300000000001,0.0274059,0.001954111,0.09137,0.0376185,0.0019746399999999997
