,energy,Sb-271-s,Sb-271-p,Sb-271-d,Sb-272-s,Sb-272-p,Sb-272-d,Te-1-s,Te-1-p,Te-1-d,Te-2-s,Te-2-p,Te-2-d
165,-9.03151063,0.2398,0.009869,0.00029637,0.2998,0.015753,0.00134719,0.07863,0.015259,0.00058001,0.09471,0.021322999999999998,0.00125826
166,-9.00051063,0.2343,0.010136000000000001,0.00031624999999999996,0.2905,0.012779,0.0010384399999999998,0.07531,0.018663,0.00065055,0.1018,0.019605,0.0010561400000000001
167,-8.96851063,0.2695,0.008677,0.00035361,0.2676,0.010703,0.0008340600000000001,0.0597,0.021199000000000003,0.00066739,0.09468,0.016857,0.0008690099999999999
168,-8.93651063,0.2759,0.0070122000000000006,0.00034097,0.2485,0.008324000000000002,0.00065944,0.04912,0.020178,0.00065232,0.08072,0.015229999999999999,0.00074044
169,-8.90551063,0.234,0.0062524,0.00032242,0.2906,0.00883,0.0007288120000000001,0.05146,0.017249,0.0006569500000000001,0.07892,0.014584,0.0007023
170,-8.87351063,0.1881,0.0060918,0.00037381700000000003,0.3309,0.012131,0.00097157,0.05237,0.014743999999999998,0.00060233,0.06721,0.012159999999999999,0.00070898
171,-8.84251063,0.1794,0.0067723,0.000468696,0.2888,0.012931,0.000979073,0.04756,0.013012,0.000569846,0.04692,0.010037,0.0007442200000000001
172,-8.81051063,0.2115,0.0083496,0.00053162,0.2037,0.010104,0.0007420309999999999,0.04699,0.011633,0.000650621,0.04267,0.010905,0.000802
173,-8.77951063,0.2534,0.010695,0.00053781,0.16,0.008738,0.00067908,0.05978,0.012244000000000001,0.00078202,0.0486,0.012809000000000001,0.00089076
174,-8.74751063,0.3321,0.012086000000000001,0.00049841,0.171,0.010348999999999999,0.00082142,0.07964,0.014844,0.00094677,0.05102,0.014062999999999999,0.00102902
175,-8.71551063,0.3914,0.010532,0.00046295,0.1587,0.011816,0.00089642,0.08602,0.015588000000000001,0.0010978,0.05501,0.013885,0.00117001
176,-8.68451063,0.3817,0.008863,0.00051965,0.1151,0.012501,0.0009509699999999999,0.06948,0.013777999999999999,0.0011468029999999998,0.06975,0.012874,0.00129339
177,-8.65251063,0.3816,0.009406999999999999,0.0006316899999999999,0.09647,0.014332000000000001,0.00108965,0.04764,0.013806,0.001084254,0.08083,0.012198,0.00128639
178,-8.62151063,0.3536,0.010557,0.00059881,0.1157,0.016425000000000002,0.00119564,0.04427,0.016464,0.00097438,0.07993,0.011727000000000001,0.0010932700000000001
179,-8.58951063,0.2481,0.012374,0.00051352,0.176,0.016348,0.0011595400000000001,0.05977,0.017815,0.00092158,0.07846,0.011772000000000001,0.0008013499999999999
180,-8.55751063,0.1729,0.015764999999999998,0.00063158,0.2697,0.015793,0.0011336200000000001,0.0805,0.017411,0.00098824,0.07904,0.013327,0.00058667
181,-8.52651063,0.1873,0.01795,0.0008500589999999999,0.3174,0.01618,0.0011490799999999998,0.08634,0.016889,0.00112817,0.07457,0.014696999999999998,0.000531
182,-8.49451063,0.235,0.017519,0.000952422,0.2663,0.015673,0.00102002,0.06906,0.01594,0.00127351,0.06468,0.013307,0.00056208
183,-8.46351063,0.2387,0.016091,0.000937713,0.1791,0.012978,0.0008219500000000001,0.04854,0.015487,0.00141891,0.05287,0.010797000000000001,0.0006364200000000001
184,-8.43151063,0.2125,0.013688,0.0008733870000000001,0.1276,0.009908,0.0006683399999999999,0.04099,0.015945,0.0014566300000000002,0.04014,0.009549,0.0007445399999999999
185,-8.40051063,0.1999,0.010692000000000002,0.0007288599999999999,0.1524,0.008691,0.0005956399999999999,0.0455,0.016021,0.0013445599999999999,0.03215,0.010557,0.00082895
186,-8.368510630000001,0.1965,0.008962000000000001,0.00054717,0.2173,0.008388,0.00061723,0.06035,0.015636,0.00119966,0.02825,0.013706,0.0008832
187,-8.336510630000001,0.1769,0.008316,0.00047467999999999995,0.249,0.007901,0.0005996700000000001,0.07952,0.015162000000000002,0.00103738,0.02711,0.015399,0.00090107
188,-8.30551063,0.1517,0.007475,0.000485219,0.2357,0.008149,0.000541169,0.09463,0.014976,0.00092433,0.03125,0.014280000000000001,0.00091368
189,-8.27351063,0.1768,0.007377,0.0004953550000000001,0.2132,0.009492,0.00053818,0.09945,0.01608,0.00098514,0.03955,0.013179999999999999,0.0010053299999999998
190,-8.24251063,0.2226,0.008223,0.00049297,0.2077,0.010543,0.00050287,0.08676,0.017339999999999998,0.00111045,0.04308,0.012938999999999999,0.00109543
191,-8.21051063,0.2179,0.008156,0.00051394,0.214,0.010598,0.00041605000000000006,0.0597,0.018299,0.0011156,0.03932,0.013437000000000001,0.00112433
192,-8.179510630000001,0.1913,0.007131,0.0005902899999999999,0.2376,0.009722,0.00039380999999999997,0.04101,0.019195,0.0010473799999999999,0.04217,0.015047999999999999,0.00117213
193,-8.147510630000001,0.2279,0.006582,0.0007052800000000001,0.2931,0.008794,0.00048763999999999996,0.04246,0.018668999999999998,0.00105466,0.06347,0.017916,0.0012120899999999999
194,-8.115510630000001,0.361,0.006992,0.0007852299999999999,0.3853,0.008322,0.00064287,0.04791,0.016704,0.00110327,0.08596,0.02131,0.00116004
195,-8.08451063,0.5075,0.008117,0.00079619,0.5132,0.008121,0.0007865400000000001,0.039,0.014683,0.0011634100000000001,0.08299,0.020758,0.0009755400000000001
196,-8.05251063,0.5738,0.009052000000000001,0.0008562899999999999,0.5781,0.009006,0.00088276,0.02672,0.013841000000000001,0.00127416,0.06236,0.016885,0.00078259
197,-8.02151063,0.6398,0.008538,0.00099531,0.4723,0.010543,0.00089714,0.02461,0.014577,0.00129215,0.04831,0.014568000000000001,0.0007438400000000001
198,-7.989510630000001,0.6944,0.006965,0.00102304,0.324,0.011082,0.00086036,0.0291,0.015925,0.0011918,0.04969,0.013741,0.0008460200000000001
199,-7.957510630000001,0.6053,0.006328,0.0008019100000000001,0.2427,0.010447000000000001,0.00084128,0.03663,0.017312,0.00110641,0.05813,0.012473,0.0010202800000000001
200,-7.92651063,0.4617,0.007325,0.0005269500000000001,0.1961,0.009399000000000001,0.000865294,0.04791,0.017947,0.0010317,0.05817,0.012188,0.0011704
201,-7.89451063,0.3569,0.008085,0.0003853159999999999,0.208,0.008572,0.000806664,0.0572,0.015694,0.0009337799999999999,0.04498,0.014669000000000001,0.00124375
202,-7.86351063,0.2792,0.0069819999999999995,0.000341228,0.2458,0.007906,0.000617034,0.0561,0.012432,0.00087205,0.03403,0.017169,0.00119427
203,-7.83151063,0.2423,0.0050358,0.000359217,0.2459,0.007460700000000001,0.00048294,0.04843,0.010898,0.00091501,0.03227,0.017145,0.0010023800000000002
204,-7.800510630000001,0.2218,0.0039117,0.000370734,0.2463,0.0075436999999999995,0.000493274,0.04069,0.010413,0.00094732,0.02925,0.016911,0.00086387
205,-7.768510630000001,0.1684,0.0039102,0.00030896,0.259,0.008511000000000001,0.0006139559999999999,0.0324,0.009531999999999999,0.0008298299999999999,0.01962,0.016487,0.00080903
206,-7.736510630000001,0.1494,0.0047761999999999995,0.00030147999999999997,0.2702,0.011923,0.000868388,0.03174,0.009973,0.0007552000000000001,0.01098,0.015476,0.00076694
207,-7.70551063,0.1855,0.005375,0.00036229999999999997,0.2752,0.016513,0.00111177,0.04342,0.012838,0.0007826199999999999,0.00953,0.015674,0.0008705
208,-7.673510630000001,0.1923,0.0046546,0.00036519,0.2438,0.016557,0.0009938199999999999,0.05417,0.016405,0.00077989,0.01485,0.015425999999999999,0.00110898
209,-7.64251063,0.1605,0.0038550999999999998,0.00032778,0.1636,0.011779,0.00064412,0.0461,0.018175,0.00075845,0.02004,0.013232,0.001116204
210,-7.61051063,0.1361,0.0037934,0.00031352,0.1166,0.008142,0.0004883,0.03078,0.017233000000000002,0.0007625400000000001,0.01733,0.012082,0.000861666
211,-7.579510630000001,0.1111,0.0033546,0.00029264,0.1478,0.007171,0.00048001999999999995,0.02825,0.014399,0.00071896,0.01097,0.012955000000000001,0.000777808
212,-7.5475106300000006,0.08575,0.0028198,0.00025985,0.1924,0.006875999999999999,0.00045265999999999997,0.02859,0.010662,0.00060457,0.007693,0.013163000000000001,0.0008482800000000001
213,-7.5155106300000005,0.09934,0.0033834,0.00029252,0.1819,0.006536,0.00043015,0.023,0.008813,0.00044027,0.008578,0.011082000000000002,0.0007294399999999999
214,-7.484510630000001,0.1322,0.0046589000000000005,0.00038972,0.146,0.0069819999999999995,0.00042711,0.02019,0.010724999999999998,0.00032811499999999997,0.01021,0.008751,0.00047374
215,-7.452510630000001,0.1209,0.0051964,0.00041885999999999996,0.1534,0.007869000000000001,0.00040029000000000003,0.02068,0.013624,0.00038399,0.01089,0.009137,0.00036235999999999994
216,-7.42151063,0.07853,0.004819899999999999,0.00036150999999999995,0.1901,0.008074,0.00040541000000000004,0.0211,0.013006,0.00045913999999999997,0.0139,0.010903,0.00042843000000000004
217,-7.38951063,0.05255,0.004291,0.000300003,0.1967,0.0073880000000000005,0.00045502,0.01919,0.009932,0.000410944,0.01697,0.010406,0.0004991139999999999
218,-7.35751063,0.03514,0.0033465,0.000213395,0.1606,0.0052668,0.000418952,0.01514,0.007859,0.00035244599999999997,0.01352,0.0077271,0.000401829
219,-7.3265106300000005,0.02005,0.0024789,0.000124054,0.1222,0.0029267000000000004,0.000321152,0.01337,0.00793,0.00040718000000000004,0.007063,0.0063576,0.000218915
220,-7.29451063,0.01478,0.0020911,7.4678e-05,0.08499,0.001595,0.00023950799999999998,0.013,0.007719,0.00046401,0.004675,0.007048,0.00012562600000000002
221,-7.263510630000001,0.02107,0.0019011,5.2192000000000004e-05,0.049,0.0013203,0.000181939,0.01142,0.005746,0.00038621,0.004759,0.007081499999999999,0.000113116
222,-7.231510630000001,0.05531,0.0026750999999999997,6.5123e-05,0.05593,0.0028885,0.000225459,0.01335,0.0053040000000000006,0.000267659,0.008608,0.0073130999999999995,0.00014372700000000001
223,-7.20051063,0.1163,0.0046724,0.000109286,0.1228,0.0057713,0.00038159299999999995,0.02487,0.007931,0.000209414,0.02426,0.011053,0.000227272
224,-7.16851063,0.1444,0.005575,0.00014551999999999998,0.179,0.00673,0.00047952,0.03487,0.010769,0.00022299600000000002,0.04151,0.014918,0.00032378
225,-7.13651063,0.1078,0.004111,0.00015292999999999996,0.1383,0.005298300000000001,0.00040954,0.0281,0.011340999999999999,0.00024899,0.0359,0.013146000000000001,0.000343243
226,-7.10551063,0.05273,0.0023211,0.000127168,0.05687,0.003889,0.00025704,0.01441,0.011708000000000001,0.00023597899999999998,0.01781,0.0083748,0.00029010599999999994
227,-7.07351063,0.01981,0.0017828,8.724000000000001e-05,0.02017,0.0029216,0.00014673000000000003,0.006452,0.012455,0.00021439,0.01133,0.0062562,0.00029504
228,-7.042510630000001,0.01047,0.001913,6.377e-05,0.02191,0.0025692,0.0001158,0.002978,0.010929,0.00018381999999999996,0.01359,0.0068369,0.00034904
229,-7.010510630000001,0.01845,0.0020269,6.3173e-05,0.04364,0.0035334,0.000133181,0.002638,0.0079545,0.00012764,0.0143,0.007696000000000001,0.0003187
230,-6.97951063,0.0408,0.0023246,8.3265e-05,0.07466,0.005226,0.000164693,0.007154,0.006627,8.732199999999999e-05,0.01625,0.0094845,0.00028477000000000005
231,-6.94751063,0.06508,0.0027752000000000002,9.8144e-05,0.07818,0.005282,0.00016993,0.01601,0.008663,8.0781e-05,0.02298,0.0130979,0.000358941
232,-6.91551063,0.07869,0.0033946000000000002,9.3551e-05,0.05862,0.004029,0.00015169,0.02217,0.011741999999999999,0.000107512,0.03012,0.015434,0.00048408800000000003
233,-6.88451063,0.07462,0.004368,9.2484e-05,0.0561,0.0037992,0.00013769,0.02432,0.012236,0.00019712,0.03138,0.013661000000000001,0.0005353339999999999
234,-6.85251063,0.05073,0.0046597,9.598899999999999e-05,0.06623,0.0048024999999999995,0.00013763,0.03035,0.010976999999999999,0.00035637399999999996,0.02574,0.010125,0.000514791
235,-6.821510630000001,0.02331,0.003815,9.189599999999999e-05,0.06709,0.0052551,0.00013923,0.03674,0.010736,0.00045077999999999996,0.02006,0.008289,0.000467826
236,-6.7895106300000005,0.01261,0.0031191,0.00010091699999999998,0.05946,0.0044182,0.00013053,0.03283,0.010522,0.00035174,0.02019,0.008546999999999999,0.00037431
237,-6.7575106300000005,0.01644,0.0030302999999999997,0.00013141999999999999,0.05685,0.0039583,0.00012106,0.02528,0.008696,0.00019023,0.02578,0.009093,0.00028028
238,-6.726510630000001,0.02252,0.002967,0.000134779,0.05826,0.0043054,0.000101246,0.02224,0.006265,8.8864e-05,0.02572,0.0076217,0.00018018
239,-6.694510630000001,0.02463,0.0025147,0.000103631,0.06113,0.0044585,6.9534e-05,0.01929,0.0045815,3.8887e-05,0.01693,0.0046528,8.155e-05
240,-6.66351063,0.02018,0.0018972000000000001,7.861200000000001e-05,0.05573,0.0037519,4.7723000000000004e-05,0.01328,0.003395,2.8341000000000002e-05,0.00857,0.0024617,3.4894e-05
241,-6.63151063,0.01788,0.0021592,8.153899999999999e-05,0.04288,0.0032102000000000003,5.156000000000001e-05,0.01067,0.0024644,5.6736999999999996e-05,0.004531,0.0021743,3.3073e-05
242,-6.6005106300000005,0.02856,0.0034938,9.9877e-05,0.04456,0.0037909999999999997,7.200799999999999e-05,0.0137,0.0032664,0.000105699,0.003433,0.0033787,4.9198e-05
243,-6.5685106300000005,0.04489,0.0043725,0.00010685299999999999,0.06393,0.0049134999999999995,9.1775e-05,0.01566,0.006526500000000001,0.000141831,0.002921,0.0043973,6.3724e-05
244,-6.53651063,0.05376,0.0038833999999999995,9.5015e-05,0.07824,0.0052498,9.515899999999999e-05,0.01676,0.0092832,0.000139815,0.004569,0.0046123,6.5329e-05
245,-6.505510630000001,0.05554,0.0028628,6.7066e-05,0.07084,0.0041893,7.4786e-05,0.02055,0.0086462,9.7662e-05,0.01941,0.006192100000000001,6.0435e-05
246,-6.473510630000001,0.06456,0.0028662,5.9174999999999995e-05,0.0581,0.0038862999999999997,7.7129e-05,0.02704,0.008086,7.2836e-05,0.06036,0.012385,8.8039e-05
247,-6.44251063,0.0765,0.0031379999999999997,7.399e-05,0.0477,0.0043376000000000005,0.000100703,0.03421,0.008950999999999999,8.1932e-05,0.09447,0.017704,0.00013927799999999998
248,-6.41051063,0.06297,0.0022019,6.8542e-05,0.03545,0.0032846,8.281e-05,0.03433,0.007824900000000001,7.3679e-05,0.07227,0.013809000000000002,0.00014805000000000002
249,-6.37951063,0.03128,0.0011149,4.30634e-05,0.02434,0.0015586999999999999,3.9751e-05,0.0267,0.0048693,4.3427e-05,0.02794,0.0060866,0.00010012399999999999
250,-6.34751063,0.01138,0.00079538,2.7232999999999998e-05,0.02071,0.0010447,1.83129e-05,0.01745,0.0024332,2.3752999999999998e-05,0.007341,0.0020669,4.8001000000000003e-05
251,-6.31551063,0.008863,0.00111487,2.9704e-05,0.03057,0.0017671999999999998,1.7524e-05,0.01073,0.0013893,2.5684e-05,0.005467,0.0019752,3.5683000000000004e-05
252,-6.284510630000001,0.02438,0.0024643,4.439899999999999e-05,0.05766,0.0029749,2.3396e-05,0.01073,0.0023191,4.2177e-05,0.01307,0.00424,5.7197e-05
253,-6.252510630000001,0.05828,0.0051393,6.8239e-05,0.1036,0.0047065,3.134e-05,0.01875,0.0052743,5.970900000000001e-05,0.02652,0.007077099999999999,7.480400000000001e-05
254,-6.22151063,0.07542,0.0067121,8.536299999999999e-05,0.1293,0.005993,3.9781e-05,0.03201,0.008168,6.1456e-05,0.03077,0.0076951,6.6812e-05
255,-6.18951063,0.04964,0.0049873,7.0082e-05,0.09886,0.004913,4.122e-05,0.04143,0.008321,4.1439e-05,0.01875,0.0053868,4.3181e-05
256,-6.157510630000001,0.01737,0.0022625,3.61167e-05,0.04953,0.0025402000000000003,2.9504e-05,0.03367,0.0054600000000000004,1.8404000000000002e-05,0.00628,0.0025979099999999997,2.0318e-05
257,-6.12651063,0.003619,0.000672,1.1375e-05,0.01641,0.0008258800000000001,1.2192e-05,0.01464,0.0020867,5.5053e-06,0.001328,0.00085911,6.4117e-06
258,-6.09451063,0.0009666,0.00024909,3.0049e-06,0.003903,0.00026482000000000003,3.6707000000000003e-06,0.00353,0.0006421,1.6186600000000002e-06,0.0004809,0.00033904,2.6082e-06
259,-6.063510630000001,0.00428,0.0007693019999999999,7.8552e-06,0.007042,0.00070517,7.6147e-06,0.003241,0.0013449900000000001,4.5794100000000004e-06,0.002177,0.0011217920000000001,9.6555e-06
260,-6.0315106300000005,0.01728,0.00209817,2.8292e-05,0.02749,0.0020326,2.3639e-05,0.01033,0.0034974000000000003,1.5642080000000003e-05,0.007727,0.00339737,3.0496999999999996e-05
261,-6.000510630000001,0.03331,0.0028702399999999996,5.0999e-05,0.053,0.0029888,3.802e-05,0.01799,0.004581099999999999,2.7028630000000003e-05,0.01362,0.00523536,4.8802e-05
262,-5.968510630000001,0.03045,0.00196268,4.46371e-05,0.04849,0.0022101,3.0529e-05,0.01538,0.0029733,2.2945439999999998e-05,0.01173,0.00404703,3.8999e-05
263,-5.936510630000001,0.0132,0.00067371,1.88112e-05,0.02102,0.00081809,1.2095999999999999e-05,0.006381,0.0009637,9.476040000000002e-06,0.004892,0.001556505,1.53992e-05
264,-5.90551063,0.002702,0.000115584,3.7851100000000003e-06,0.004304,0.00014987000000000003,2.3334000000000004e-06,0.00127,0.0001563,1.880685e-06,0.0009773,0.0002935757,2.96326e-06
265,-5.87351063,0.00026,9.7978e-06,3.60148e-07,0.0004142,1.3369999999999999e-05,2.1599e-07,0.0001201,1.2602e-05,1.774175e-07,9.259e-05,2.676809e-05,2.73834e-07
266,-5.8425106300000005,1.17e-05,4.2668e-07,1.61135e-08,1.863e-05,5.8429e-07,9.516900000000001e-09,5.343e-06,5.317e-07,7.98951e-09,4.133e-06,1.2111054e-06,1.21202e-08
267,-5.8105106300000005,1.164e-06,1.3869e-06,2.32379e-09,1.177e-06,7.93121e-07,2.38186e-09,3.762e-07,1.83787e-06,5.170949999999999e-09,6.425e-07,2.827934e-06,5.95519e-09
268,-5.779510630000001,1.855e-05,4.02097e-05,4.71965e-08,1.628e-05,2.36195e-05,4.88678e-08,5.496e-06,5.04042e-05,1.016602e-07,1.137e-05,7.86611e-05,1.217173e-07
269,-5.747510630000001,0.0001777,0.000564989,5.54104e-07,0.0001615,0.000340403,5.36186e-07,5.491e-05,0.000678983,9.80277e-07,0.0001108,0.001074443,1.258104e-06
270,-5.715510630000001,0.0008455,0.00381283,3.25004e-06,0.0008157,0.002337436,2.93938e-06,0.0002841,0.00444681,4.5699900000000004e-06,0.0005358,0.00710827,6.4268899999999995e-06
271,-5.68451063,0.002448,0.012377800000000001,9.7456e-06,0.002639,0.00769384,8.32404e-06,0.001005,0.014135169999999999,1.080888e-05,0.001506,0.022781000000000003,1.679564e-05
272,-5.65251063,0.007166,0.020017899999999998,1.6961e-05,0.008691,0.012687899999999998,1.4216500000000002e-05,0.003747,0.022393,1.65151e-05,0.003861,0.036399100000000004,2.5794e-05
273,-5.62151063,0.02063,0.020799,2.6741e-05,0.02602,0.013691,2.3675e-05,0.01166,0.021977999999999998,3.16057e-05,0.01015,0.035862000000000005,3.6680399999999995e-05
274,-5.58951063,0.03583,0.027516,5.0508e-05,0.04579,0.018028000000000002,4.6210999999999995e-05,0.0203,0.026788,7.3674e-05,0.01716,0.04102,6.0188e-05
275,-5.55751063,0.03205,0.04106799999999999,8.05e-05,0.04155,0.025286000000000003,7.236700000000001e-05,0.01778,0.042047999999999995,0.000127167,0.01511,0.05485999999999999,7.743999999999999e-05
276,-5.526510630000001,0.01517,0.049145,0.00011249,0.02015,0.029351000000000002,9.9094e-05,0.008166,0.061520000000000005,0.00017432,0.006905,0.05993999999999999,8.8718e-05
277,-5.494510630000001,0.005175,0.0631,0.00018910000000000002,0.007279,0.042318999999999996,0.000162704,0.003082,0.09629,0.000251888,0.002147,0.07128,0.00015411
278,-5.46351063,0.003793,0.08627000000000001,0.00032332,0.004787,0.06717,0.00027598,0.002397,0.1402,0.00034316999999999996,0.001434,0.09997,0.00031758
279,-5.43151063,0.005809,0.09917999999999999,0.00044918,0.004805,0.08401,0.00038624000000000004,0.002214,0.16876999999999998,0.00037724,0.001841,0.14945,0.00052212
280,-5.40051063,0.007307,0.09545999999999999,0.00047485,0.004178,0.08257,0.00040276,0.002042,0.16579,0.00037619,0.002083,0.21101,0.00058177
281,-5.36851063,0.005756,0.08419,0.00037717999999999996,0.00292,0.07057,0.00032121999999999994,0.002192,0.12842,0.00037619,0.001792,0.21968,0.00044287
282,-5.33651063,0.003141,0.07299,0.00029173999999999997,0.001989,0.061329999999999996,0.00025729,0.002503,0.09193000000000001,0.00040501,0.001252,0.16694,0.00033078000000000003
283,-5.305510630000001,0.001909,0.05636,0.00030143,0.001452,0.054209999999999994,0.000251883,0.00241,0.08392,0.00046392,0.0008992,0.11032,0.00033675999999999997
284,-5.2735106300000005,0.001331,0.035723,0.000313326,0.001096,0.0422,0.00024741,0.001636,0.07984999999999999,0.00043116,0.0006715,0.06860000000000001,0.00032267
285,-5.24251063,0.001196,0.033928,0.00030329,0.001185,0.032686999999999994,0.00025736,0.001049,0.06426,0.00032636,0.000709,0.05686000000000001,0.00028388999999999997
286,-5.21051063,0.002251,0.05789,0.00039386000000000005,0.002494,0.039165,0.00036174,0.001515,0.05999,0.00036029,0.001418,0.09239,0.00038391000000000006
287,-5.17951063,0.003795,0.08080000000000001,0.00057726,0.004583,0.052007,0.0005199899999999999,0.002987,0.07874,0.00051315,0.002278,0.13861,0.00058212
288,-5.14751063,0.004198,0.08677,0.0006902400000000001,0.005125,0.05658,0.00062192,0.00441,0.11559,0.00064468,0.002351,0.14717,0.0006754999999999999
289,-5.11551063,0.003888,0.09437,0.0008043,0.004263,0.06728,0.0007339299999999999,0.005099,0.17063,0.0008474900000000001,0.002283,0.14385,0.00077473
290,-5.0845106300000005,0.003931,0.10191,0.0010278,0.004454,0.08385999999999999,0.00086768,0.005085,0.21006999999999998,0.0010647,0.00298,0.14986,0.001007
291,-5.0525106300000004,0.004022,0.10422000000000001,0.0012031,0.00554,0.08996,0.000961,0.004739,0.20013,0.0010629,0.004106,0.16814,0.0012697
292,-5.02151063,0.004708,0.11781,0.0012502,0.005349,0.08668000000000001,0.00107829,0.004344,0.16292,0.0009494999999999999,0.004778,0.20629,0.0014662000000000002
293,-4.989510630000001,0.006029,0.13011,0.0012808,0.003782,0.0833,0.00114543,0.003687,0.14103,0.0008812,0.004428,0.21357,0.0015068000000000002
294,-4.957510630000001,0.006754,0.13333,0.0013617,0.002703,0.08653999999999999,0.0011273000000000001,0.003265,0.15019,0.0008801,0.003466,0.17329,0.0013536
295,-4.92651063,0.00667,0.14116,0.0014153,0.002765,0.09237,0.0011335,0.003838,0.17782,0.0010053,0.002937,0.15448,0.0011533000000000001
296,-4.89451063,0.005438,0.13718000000000002,0.0013040999999999999,0.002872,0.09098999999999999,0.0010855,0.004671,0.19158,0.0011564000000000001,0.003082,0.16953000000000001,0.0010711
297,-4.86351063,0.003413,0.10251,0.0010519000000000001,0.002531,0.0798,0.0008748,0.004033,0.16283999999999998,0.0011264,0.003214,0.16891,0.00096455
298,-4.83151063,0.001898,0.057072,0.000893,0.002595,0.06626,0.00066655,0.002619,0.12018000000000001,0.0009938,0.002628,0.140819,0.0007954
299,-4.80051063,0.001849,0.040831,0.001101,0.003728,0.07115,0.0007896400000000001,0.002525,0.12764,0.0010871,0.002364,0.1303,0.00092375
300,-4.76851063,0.003955,0.07335,0.0015068,0.005486,0.09823,0.0012335,0.004385,0.19504,0.0014382000000000002,0.003839,0.16346,0.001383
301,-4.736510630000001,0.007261,0.13496,0.0017992,0.008216,0.13022999999999998,0.0016465,0.007512,0.27897,0.0017785000000000001,0.006343,0.22882,0.0018132
302,-4.705510630000001,0.009338,0.18924000000000002,0.0021325,0.01207,0.15879,0.0018995,0.01025,0.33625000000000005,0.0020109,0.007903,0.31744,0.0021512
303,-4.673510630000001,0.01021,0.21938000000000002,0.0026181,0.01329,0.17019,0.0021626,0.01162,0.368,0.0022145999999999997,0.007851,0.4042,0.0024281000000000003
304,-4.64251063,0.01164,0.22188000000000002,0.0030259999999999996,0.01109,0.15436,0.0024498,0.01224,0.391,0.0024979,0.007988,0.4264,0.00252
305,-4.61051063,0.01261,0.19934,0.0030997,0.009364,0.12244,0.0025766,0.01092,0.3717,0.0028041,0.009689,0.39790000000000003,0.0024261
306,-4.579510630000001,0.01273,0.16637999999999997,0.0026937999999999997,0.009304,0.09336,0.0023674000000000004,0.008126,0.3109,0.0028649,0.01135,0.3872,0.0022873
307,-4.5475106300000006,0.01235,0.13767000000000001,0.0020914,0.01012,0.0875,0.0019370000000000001,0.006082,0.26537,0.0027966,0.01125,0.386,0.0022844000000000002
308,-4.5155106300000005,0.01041,0.11534,0.0018089000000000002,0.0112,0.11027999999999999,0.0016979999999999999,0.00524,0.25012,0.0028859,0.0102,0.3512,0.00238
309,-4.484510630000001,0.008336,0.10048,0.0019444,0.01168,0.13555,0.0017023,0.006145,0.25284,0.0029647000000000002,0.009373,0.3102,0.0025198
310,-4.452510630000001,0.007963,0.09292,0.0021743,0.01081,0.14189,0.0017027000000000001,0.007788,0.26116,0.0026775,0.008301,0.30169,0.0026883
311,-4.42151063,0.008327,0.09207,0.0021884,0.01011,0.14075000000000001,0.001764,0.008191,0.26319000000000004,0.0021088,0.006564,0.30411,0.0026605
312,-4.38951063,0.009314,0.11024999999999999,0.0023085000000000002,0.0117,0.15266,0.0020372,0.008328,0.25583,0.0018641,0.005611,0.29649000000000003,0.0025067
313,-4.35751063,0.01159,0.15638,0.0029243,0.01459,0.16992000000000002,0.0024213,0.009752,0.24938,0.002151,0.006199,0.30205,0.0026393000000000002
314,-4.3265106300000005,0.01372,0.20918,0.0037815,0.0167,0.18187,0.0027688,0.01215,0.27163,0.0026367,0.007268,0.35392999999999997,0.0030248
315,-4.29451063,0.01489,0.23209000000000002,0.0042989000000000005,0.01721,0.19693,0.0029449000000000003,0.01542,0.32682,0.003237,0.008004,0.42881,0.0032818000000000005
316,-4.263510630000001,0.01628,0.2183,0.004176399999999999,0.01469,0.20557999999999998,0.0029246000000000003,0.01712,0.38102,0.0036842,0.008167,0.43751,0.0033406
317,-4.231510630000001,0.01627,0.19789,0.0035635,0.01133,0.19585999999999998,0.0028186,0.01573,0.41542,0.0034805000000000005,0.008094,0.35279000000000005,0.0033254
318,-4.20051063,0.01448,0.19082,0.0029574999999999996,0.01013,0.17962,0.0026414,0.01445,0.433,0.0030621,0.008823,0.27809,0.0034029
319,-4.16851063,0.01325,0.18416,0.0028123999999999996,0.009795,0.16732,0.0024841,0.01425,0.4313,0.0030727000000000003,0.01092,0.27884,0.0035273999999999995
320,-4.13651063,0.01229,0.17041,0.0031031,0.01003,0.16762,0.0026661,0.0146,0.40850000000000003,0.0033407,0.01309,0.32692,0.0035411
321,-4.10551063,0.01173,0.15738,0.0033935,0.01325,0.1873,0.003138,0.01476,0.37429999999999997,0.0034860000000000004,0.01306,0.37729999999999997,0.0034339
322,-4.07351063,0.01351,0.16605999999999999,0.0035341,0.01702,0.20543999999999998,0.0033825,0.01373,0.3378,0.0034364,0.01267,0.3771,0.0034081
323,-4.042510630000001,0.01585,0.19727,0.0038438,0.01651,0.20296,0.0034661,0.01232,0.31388,0.0035005,0.01426,0.34824,0.0037573000000000003
324,-4.010510630000001,0.01613,0.21767999999999998,0.0041783,0.01372,0.19683,0.0036417999999999997,0.0116,0.2957,0.0038764,0.01469,0.34712,0.004211
325,-3.9795106300000005,0.01548,0.21125,0.0039681,0.01169,0.18347000000000002,0.0035317,0.01173,0.29474999999999996,0.0042871,0.01203,0.3478,0.0040694
