,energy,Sb-271-s,Sb-271-p,Sb-271-d,Sb-272-s,Sb-272-p,Sb-272-d,Te-1-s,Te-1-p,Te-1-d,Te-2-s,Te-2-p,Te-2-d
60,-12.34751063,0.03313,0.005804,0.000278547,0.04085,0.0021412000000000002,0.000102103,0.2432,0.0009632,4.8952e-05,0.6456,0.0019405999999999998,0.00015642099999999999
61,-12.31551063,0.04887,0.0057680000000000006,0.000255694,0.05507,0.0018482000000000001,0.00010238399999999999,0.145,0.0008276,4.2741e-05,0.6777,0.0017219000000000002,0.000139746
62,-12.28451063,0.06549,0.0051186,0.00020073,0.06578,0.0016686000000000001,9.543099999999999e-05,0.1098,0.0011229,5.8473e-05,0.618,0.0014123,0.000116838
63,-12.25251063,0.0764,0.004296299999999999,0.000180271,0.07356,0.0019303999999999999,9.696599999999999e-05,0.1351,0.0016786,8.3618e-05,0.5515,0.0014073,0.00010175
64,-12.221510630000001,0.0725,0.0041748,0.00020046200000000002,0.07064,0.0023921,0.000100916,0.1693,0.0023273,0.000103783,0.4587,0.001629,0.00010113400000000001
65,-12.189510630000001,0.05683,0.0047656999999999995,0.00024141900000000004,0.05775,0.0026115,9.6944e-05,0.1778,0.003,0.000129225,0.3919,0.0018512000000000001,0.000120991
66,-12.15851063,0.05325,0.0051185,0.000309259,0.05358,0.0029278,0.000105492,0.1616,0.0030997000000000004,0.000140069,0.4027,0.002042,0.00015236200000000002
67,-12.12651063,0.06867,0.0047983,0.00038969600000000003,0.06885,0.0036972999999999997,0.00014017,0.152,0.0027578999999999998,0.000123602,0.5077,0.0024004,0.000205349
68,-12.09451063,0.08359,0.004789,0.000415776,0.09196,0.004548099999999999,0.00018214799999999998,0.1728,0.0030838999999999997,0.00013145,0.7757,0.0028555,0.000252657
69,-12.06351063,0.09962,0.0061896,0.00038356999999999996,0.09959,0.0052493,0.0002227,0.2663,0.0039369999999999995,0.00017677,0.9602,0.0029281000000000003,0.000233167
70,-12.03151063,0.1189,0.0081134,0.00033889000000000006,0.08411,0.0055075,0.000251922,0.4357,0.004373,0.00020643999999999998,0.8229,0.0027332,0.000185923
71,-12.00051063,0.121,0.0091535,0.0003008,0.06313,0.0051392,0.000261854,0.5923,0.004251,0.00019707999999999998,0.6715,0.0025348999999999997,0.000167122
72,-11.96851063,0.1129,0.009535,0.00027965,0.05253,0.0050252000000000005,0.00029248100000000003,0.6681,0.0038580000000000003,0.00017682,0.6477,0.0023322,0.00016364
73,-11.93651063,0.1074,0.009032700000000001,0.00027497000000000003,0.05117,0.0053333,0.000322951,0.6486,0.0034314,0.00016326,0.6009,0.002271,0.000171511
74,-11.90551063,0.09918,0.0082661,0.00031018,0.05347,0.005276599999999999,0.000276787,0.6249,0.0031846,0.00015818,0.5618,0.0024978,0.000211504
75,-11.87351063,0.08885,0.009056999999999999,0.00043661,0.06347,0.005083,0.000201729,0.7802,0.0032053999999999997,0.00017868,0.5848,0.0030636,0.000262096
76,-11.84251063,0.08084,0.011049999999999999,0.0006649900000000001,0.08297,0.005169999999999999,0.00017500399999999998,1.076,0.0031911,0.00020474,0.6373,0.0037418,0.000294006
77,-11.81051063,0.08448,0.012784,0.000901747,0.09072,0.005243,0.000194352,1.277,0.0031540000000000006,0.00021088,0.6229,0.0043384,0.000325135
78,-11.77951063,0.08862,0.013938999999999998,0.0009838,0.07085,0.005226,0.000253277,1.28,0.0033670999999999996,0.00021081,0.5043,0.0050089,0.00035534600000000004
79,-11.74751063,0.07252,0.015391,0.0008973490000000001,0.05491,0.005195999999999999,0.000329397,1.058,0.0035394,0.00020372,0.4083,0.0051068,0.000335206
80,-11.71551063,0.05572,0.016314000000000002,0.00083506,0.06395,0.005157,0.000371309,0.6898,0.0032532000000000004,0.00016795,0.4052,0.0044250999999999995,0.000269575
81,-11.68451063,0.05722,0.014995000000000001,0.000819597,0.07504,0.005163,0.00034049600000000003,0.4902,0.0031172000000000005,0.00012900999999999999,0.4442,0.004281,0.00022374300000000002
82,-11.65251063,0.06448,0.011741999999999999,0.000718872,0.0697,0.004772,0.00026697900000000003,0.5528,0.0040274,0.00011988,0.4595,0.005076,0.00020422799999999998
83,-11.62151063,0.06544,0.008382,0.000633195,0.05923,0.003804,0.000232288,0.6444,0.004952,0.00012831,0.453,0.006439,0.000193303
84,-11.58951063,0.06361,0.006398,0.00064855,0.06422,0.0029407,0.000249468,0.6481,0.004577,0.00015255,0.4383,0.00796,0.000220201
85,-11.55851063,0.0607,0.00631,0.00061552,0.08058,0.0027333,0.000251886,0.6748,0.0036704,0.00020131,0.419,0.009493000000000001,0.000327557
86,-11.52651063,0.05454,0.006855,0.00047761700000000006,0.0813,0.0029517,0.000214266,0.7559,0.0033276,0.00023968,0.3915,0.010577,0.000468479
87,-11.49451063,0.04632,0.007086,0.00036433300000000005,0.05972,0.0030825,0.000176828,0.8191,0.00319,0.00021289,0.3247,0.010341,0.00054852
88,-11.46351063,0.03739,0.007814,0.00036117699999999996,0.03961,0.0031757,0.00017192,0.8351,0.0028152000000000003,0.00015242,0.2789,0.010507,0.000565755
89,-11.43151063,0.02868,0.008518,0.000401215,0.04163,0.0035921999999999994,0.000201241,0.7027,0.0028770000000000002,0.00014241,0.3186,0.012857,0.000558093
90,-11.40051063,0.02196,0.0075910000000000005,0.00035640099999999995,0.05818,0.0041930000000000005,0.00022708399999999998,0.4615,0.0038639,0.00019212,0.4073,0.015753,0.000517111
91,-11.36851063,0.02046,0.0061119,0.00027989,0.072,0.004744,0.000248903,0.3358,0.0050035999999999995,0.00023958199999999998,0.4865,0.01745,0.00045578199999999995
92,-11.33651063,0.02576,0.0063549999999999995,0.00032664,0.0797,0.0053497,0.000287867,0.435,0.0053494,0.00026154,0.5375,0.017231999999999997,0.00042255600000000004
93,-11.30551063,0.03499,0.007568,0.00053575,0.07982,0.006272,0.00033483000000000005,0.6597,0.0057112000000000005,0.00029604,0.5913,0.015293000000000001,0.00043206699999999995
94,-11.27351063,0.03922,0.0077540000000000005,0.0008438599999999999,0.06607,0.007549999999999999,0.000383504,0.8037,0.0067346,0.00034459000000000003,0.6032,0.013597999999999999,0.0004963999999999999
95,-11.242510630000002,0.0342,0.007323,0.00106853,0.0518,0.008069,0.000417314,0.7601,0.0073995,0.00035304,0.501,0.012283,0.000583486
96,-11.210510630000002,0.0294,0.006856999999999999,0.00105096,0.05674,0.007223,0.00043950799999999997,0.533,0.0068731999999999994,0.00028977,0.4499,0.011569,0.0006101079999999999
97,-11.17951063,0.0316,0.007109,0.0008861399999999999,0.09969,0.007034,0.00047674299999999996,0.2941,0.005711600000000001,0.00020965,0.5176,0.011791,0.0005910569999999999
98,-11.14751063,0.03391,0.008893000000000002,0.00073664,0.1952,0.009102,0.0005243870000000001,0.1923,0.005449000000000001,0.00021575700000000001,0.5481,0.011843,0.000597828
99,-11.11551063,0.03278,0.010979,0.0006727299999999999,0.324,0.012336,0.00058423,0.1891,0.0066795,0.000314877,0.5221,0.011961,0.000601478
100,-11.08451063,0.03641,0.011319,0.00064305,0.3814,0.014485999999999999,0.0006581339999999999,0.2138,0.0083174,0.000394601,0.524,0.0126,0.0005472399999999999
101,-11.05251063,0.04318,0.009507999999999999,0.00058038,0.2862,0.013837,0.000670812,0.2042,0.0084102,0.00037094800000000007,0.561,0.01381,0.000475122
102,-11.021510630000002,0.04227,0.007402,0.000526237,0.16,0.011141999999999999,0.000592133,0.1574,0.006933,0.00029705000000000004,0.5479,0.014676,0.00045527100000000004
103,-10.989510630000002,0.0472,0.006007,0.0004841,0.119,0.010029,0.000570766,0.1438,0.0064782,0.000286726,0.3918,0.012672,0.00042964
104,-10.95851063,0.06939,0.004828,0.00042762000000000003,0.1221,0.010744,0.000569745,0.1881,0.007682,0.00033817200000000003,0.2011,0.008544,0.00036075100000000003
105,-10.92651063,0.09464,0.0045234,0.00040728,0.1162,0.010631,0.00046376800000000004,0.2259,0.0089203,0.000346274,0.1537,0.0052373,0.000307969
106,-10.89451063,0.1212,0.0055581,0.0005105200000000001,0.1217,0.010771,0.000364722,0.2313,0.010652499999999999,0.00033343399999999997,0.2412,0.0035776000000000002,0.00031220300000000005
107,-10.86351063,0.1409,0.0062625,0.0007040799999999999,0.1402,0.01112,0.00032805100000000005,0.2802,0.01216,0.00033645200000000005,0.3156,0.0032786,0.000338455
108,-10.83151063,0.1393,0.0056966,0.00085522,0.1486,0.009708,0.00031130999999999997,0.3338,0.01136,0.00029035599999999997,0.3056,0.004216299999999999,0.000333313
109,-10.80051063,0.1387,0.0057142,0.00093621,0.1693,0.007981,0.00037184,0.292,0.009478,0.000218129,0.2776,0.0059916,0.000325435
110,-10.76851063,0.1384,0.0065149000000000006,0.0009606,0.1801,0.007219,0.000511971,0.2459,0.0088261,0.000215437,0.2362,0.006617,0.000315367
111,-10.736510630000001,0.1058,0.0062413,0.00083051,0.1397,0.006614,0.000590489,0.2854,0.0092969,0.000299557,0.1526,0.0050874,0.000253393
112,-10.705510630000001,0.06577,0.0050478,0.000566498,0.09877,0.006000999999999999,0.000555456,0.3381,0.009433,0.00038026399999999995,0.07742,0.0034862,0.00017226699999999998
113,-10.67351063,0.05488,0.0039692,0.000347771,0.1271,0.006868000000000001,0.000507033,0.3658,0.010074,0.000428775,0.05688,0.0035814,0.000157924
114,-10.64251063,0.06898,0.0036836,0.00024755,0.2329,0.00991,0.000545969,0.4241,0.011453,0.0005544269999999999,0.1126,0.005116,0.000221317
115,-10.61051063,0.09458,0.004594,0.00024085000000000003,0.3053,0.012855,0.0006643220000000001,0.5204,0.012268000000000001,0.0007729389999999999,0.2593,0.006946,0.000321716
116,-10.579510630000001,0.1207,0.005799,0.00033580999999999997,0.2358,0.012891999999999999,0.0007367360000000001,0.5456,0.0123,0.0009361249999999999,0.3909,0.007738999999999999,0.000419163
117,-10.547510630000001,0.1417,0.005985,0.00058982,0.122,0.009977999999999999,0.000664813,0.4724,0.011857,0.001062702,0.3927,0.007163000000000001,0.00045229
118,-10.515510630000001,0.1488,0.005775000000000001,0.00087411,0.0754,0.007075,0.000594437,0.3959,0.010662000000000001,0.0011490699999999999,0.3501,0.0061736000000000004,0.00042207
119,-10.48451063,0.1218,0.0057090000000000005,0.000848206,0.08308,0.007175,0.000660669,0.3406,0.008705000000000001,0.0009471299999999999,0.2824,0.006620000000000001,0.00044210999999999995
120,-10.45251063,0.0781,0.005153,0.00059498,0.1061,0.009666,0.0008589769999999999,0.3276,0.007011,0.00057458,0.1821,0.008785999999999999,0.000522892
121,-10.42151063,0.0554,0.0051364,0.00044250699999999997,0.1105,0.011343,0.001044786,0.4308,0.0058709999999999995,0.000346409,0.131,0.010118,0.000558027
122,-10.38951063,0.06496,0.0062009,0.00045647,0.09112,0.010768,0.001023951,0.5692,0.0051,0.00031843700000000003,0.1392,0.009965,0.000576449
123,-10.358510630000001,0.1069,0.006916,0.0005635,0.07667,0.010511,0.0008385140000000001,0.5655,0.004897,0.00043254999999999997,0.2048,0.010719000000000001,0.0006564510000000001
124,-10.326510630000001,0.1648,0.006797599999999999,0.00066466,0.08649,0.013014999999999999,0.000643046,0.4389,0.005379,0.00059369,0.3278,0.011871,0.000773675
125,-10.294510630000001,0.1911,0.0059839,0.00067641,0.1063,0.014518,0.000516902,0.3289,0.006036,0.00063373,0.3994,0.012244999999999999,0.0009145510000000001
126,-10.26351063,0.1654,0.0042055,0.000584667,0.1381,0.011902,0.000438973,0.2574,0.007004,0.00055542,0.4001,0.012935,0.0010455
127,-10.23151063,0.1223,0.0027894,0.000489866,0.1876,0.009485,0.00043915299999999996,0.1909,0.008386,0.00051844,0.4427,0.013358,0.001178511
128,-10.20051063,0.09982,0.0026368,0.00043286199999999995,0.1929,0.0090847,0.000562715,0.1369,0.008971,0.00048043,0.4596,0.012171999999999999,0.00134899
129,-10.16851063,0.1116,0.0032212,0.0003709179999999999,0.1401,0.009015699999999998,0.0007283280000000001,0.108,0.009396999999999999,0.00041399,0.3587,0.011578999999999999,0.00153374
130,-10.13651063,0.1432,0.003881,0.000307481,0.1039,0.008904,0.0007945069999999999,0.104,0.009727,0.00038427,0.2126,0.013183,0.0015836499999999998
131,-10.105510630000001,0.1692,0.00427,0.00029984099999999996,0.1189,0.008525999999999999,0.0007749780000000001,0.1079,0.009507,0.00041614999999999995,0.1389,0.016087,0.00138605
132,-10.073510630000001,0.1829,0.0043064999999999996,0.000362254,0.1474,0.008074999999999999,0.000728866,0.1092,0.010432,0.00058306,0.1667,0.018895000000000002,0.0010833499999999999
133,-10.04251063,0.195,0.0043064999999999996,0.00044131,0.163,0.00792,0.0006432219999999999,0.1284,0.012882000000000001,0.00090118,0.2306,0.019669000000000002,0.0009399600000000001
134,-10.01051063,0.1995,0.004396,0.000475871,0.1751,0.008125,0.0005600049999999999,0.1692,0.015554,0.00116967,0.235,0.018837,0.0009709200000000001
135,-9.97951063,0.2038,0.0044740000000000005,0.000478891,0.2028,0.009112,0.00048063800000000003,0.1885,0.017766,0.00124201,0.1869,0.017623,0.00102337
136,-9.94751063,0.2369,0.004476,0.000497244,0.2347,0.010702,0.00040587999999999996,0.1572,0.018304,0.00123799,0.1366,0.016544,0.00109151
137,-9.91551063,0.293,0.004648,0.0005119149999999999,0.2486,0.012233,0.00042781000000000004,0.1071,0.017836,0.00121756,0.08717,0.016017,0.0011688900000000001
138,-9.884510630000001,0.3606,0.006777999999999999,0.0005757410000000001,0.2707,0.014955,0.00061576,0.07611,0.017893,0.00112934,0.0528,0.014891,0.00113642
139,-9.852510630000001,0.4065,0.012002000000000002,0.000733358,0.3119,0.019239,0.00093865,0.07344,0.016408000000000002,0.0009930100000000001,0.0507,0.014875,0.00108895
140,-9.82151063,0.3918,0.016406,0.00082319,0.3058,0.020619000000000002,0.0011787199999999999,0.08707,0.012740999999999999,0.00096846,0.07005,0.017011000000000002,0.00121482
141,-9.78951063,0.3645,0.015174,0.000782088,0.2491,0.017409,0.0011429,0.1036,0.010694,0.00122193,0.08466,0.017469,0.00139455
142,-9.75751063,0.3933,0.011641,0.000732752,0.2276,0.013388,0.00098927,0.1242,0.010809,0.00162713,0.08106,0.015275,0.00137254
143,-9.72651063,0.5367,0.011297,0.000756396,0.2481,0.009921,0.00088782,0.1531,0.012013,0.0018274599999999997,0.0737,0.013307,0.00117448
144,-9.69451063,0.72,0.013262,0.00077062,0.276,0.007122999999999999,0.00087379,0.1783,0.014193,0.0016560599999999998,0.07208,0.011744000000000001,0.00098544
145,-9.663510630000001,0.6999,0.013589,0.00070566,0.2778,0.0061189999999999994,0.0009366800000000001,0.188,0.015234,0.0013929699999999999,0.06925,0.0096316,0.0008594399999999999
146,-9.631510630000001,0.4929,0.011465,0.0007504,0.2497,0.0067989999999999995,0.0009923699999999998,0.1773,0.013017,0.00121983,0.08234,0.0079474,0.00079959
147,-9.60051063,0.4692,0.01044,0.00104337,0.2798,0.007504,0.00099354,0.1429,0.009500999999999999,0.00100187,0.1113,0.0075348,0.00080072
148,-9.56851063,0.6624,0.011399,0.00129772,0.3698,0.006994,0.00094147,0.1049,0.007771999999999999,0.0007635099999999999,0.1262,0.008674,0.00077308
149,-9.53651063,0.713,0.011037,0.00119639,0.4259,0.00609,0.00089519,0.08747,0.007785,0.00069824,0.1346,0.010842000000000001,0.0007442500000000001
150,-9.50551063,0.5664,0.008296,0.00090851,0.4475,0.006004000000000001,0.00083854,0.09041,0.008302,0.0008520699999999999,0.136,0.013333,0.0009594299999999999
151,-9.47351063,0.4214,0.005418,0.00067637,0.4463,0.006219,0.0007741999999999998,0.09393,0.008595,0.00101783,0.1135,0.016855000000000002,0.00144492
152,-9.442510630000001,0.3433,0.0044080000000000005,0.00054527,0.4345,0.006786,0.0008492000000000002,0.08172,0.009415,0.00101373,0.0942,0.020411,0.0017486799999999999
153,-9.410510630000001,0.29,0.005842,0.00052797,0.4844,0.008401,0.00101888,0.06212,0.011934,0.0009481699999999999,0.0946,0.02055,0.00151714
154,-9.37951063,0.2666,0.00944,0.0005842600000000001,0.5244,0.01048,0.00105851,0.05693,0.013914000000000001,0.0008987699999999999,0.09399,0.017999,0.0011170400000000001
155,-9.34751063,0.2655,0.013244,0.00062946,0.4556,0.012426,0.00093732,0.06581,0.012973,0.0008131,0.07923,0.014863000000000001,0.00090629
156,-9.31551063,0.2568,0.014417000000000001,0.0006255400000000001,0.3544,0.014090000000000002,0.00081503,0.06961,0.011299,0.0007579199999999999,0.06738,0.011965,0.00084543
157,-9.28451063,0.252,0.01353,0.0006095600000000001,0.3279,0.016052999999999998,0.00087405,0.05742,0.010684,0.00083189,0.07028,0.011082999999999999,0.00086668
158,-9.25251063,0.2371,0.01309,0.0006939,0.3578,0.017843,0.001028,0.03808,0.012358,0.00095988,0.08582,0.012405,0.0009323500000000001
159,-9.221510630000001,0.2179,0.012629999999999999,0.0008376900000000001,0.3457,0.016597,0.00097254,0.02924,0.017099,0.00099833,0.1026,0.014048,0.00102258
160,-9.189510630000001,0.2266,0.011096,0.0008370699999999999,0.2947,0.012642,0.00077794,0.03396,0.019705,0.0008779799999999999,0.1038,0.014292,0.00106389
161,-9.15751063,0.2346,0.009810999999999999,0.00068009,0.2647,0.010959,0.00076161,0.05302,0.017276,0.00067864,0.09018,0.013260999999999998,0.00101241
162,-9.12651063,0.2108,0.009797,0.00051833,0.2817,0.013914999999999999,0.0010685599999999999,0.07903,0.014095,0.0005471699999999999,0.07689,0.012853,0.0009477600000000001
163,-9.09451063,0.2098,0.009616999999999999,0.000407987,0.3223,0.018573,0.0015400799999999999,0.08656,0.012983000000000001,0.00052074,0.08191,0.015314999999999999,0.0010400300000000002
164,-9.06351063,0.2432,0.009244,0.00033422,0.3248,0.019382,0.00166981,0.07982,0.013510999999999999,0.0005441,0.09122,0.019697,0.00126112
